x, y, coefficient, p-value
Answer.OnlineShopping , Answer.DrinkForDinner , -0.0819258618925 , 0.410682255389
Answer.Snow , Answer.GlobalWarming , 0.0819248149457 , 0.41068825575
Answer.Rain , Answer.GlobalWarming , 0.0819248149457 , 0.41068825575
Answer.MailService , Answer.Coffee , -0.0816452893038 , 0.412292134189
Answer.MaritalStatus , Answer.Education , -0.0814854995203 , 0.413210626184
Answer.earlobe , Answer.GlobalWarming , -0.0810772116189 , 0.415562932042
Answer.CityOrSuburb , Answer.CreditCard , 0.0810477974261 , 0.415732699004
Answer.Vacation , Answer.Continent , -0.0809651680066 , 0.416209818776
Answer.MaritalStatus , Answer.JobMoneyOrFun , 0.0809518697354 , 0.41628663554
Answer.Snow , Answer.Kindle , -0.0808611886282 , 0.416810669863
Answer.Lesson , Answer.Siblings , 0.0806179226278 , 0.418218364152
Answer.CountriesBeenTo , Answer.FlightSeat , -0.0803939610562 , 0.419516785178
Answer.PokemonGo , Answer.Drunk , -0.0803086622059 , 0.420011919964
Answer.Age , Answer.LikeCountry , -0.0802476910886 , 0.420366046606
Answer.MaritalStatus , Answer.MailService , 0.0802142718201 , 0.420560222492
Answer.Film , Answer.Kindle , -0.0800249940976 , 0.42166096098
Answer.ScaryMovie , Answer.LikeCountry , 0.0799398323239 , 0.422156758897
Answer.Gender , Answer.Rain , -0.0799397519844 , 0.422157226779
Answer.JobMoneyOrFun , Answer.Darwin , 0.0799321803162 , 0.422201324108
Answer.Smoke , Answer.JobMoneyOrFun , -0.0799321803162 , 0.422201324108
Answer.Paris , Answer.Snow , -0.0798029426649 , 0.422954413035
Answer.Potato , Answer.Siblings , -0.0797988848669 , 0.422978071027
Answer.Potato , Answer.Gender , 0.0797740139644 , 0.423123091374
Answer.CityOrSuburb , Answer.FlightSeat , -0.0797588513511 , 0.423211517489
Answer.Paris , Answer.WritingHand , -0.0797569182448 , 0.423222791845
Answer.marijuana , Answer.Siblings , -0.0796340979241 , 0.423939465425
Answer.MaritalStatus , Answer.Tennis , -0.0795977259595 , 0.424151834991
Answer.MaritalStatus , Answer.Gender , -0.0795977259595 , 0.424151834991
Answer.ChildrenWant , Answer.CreditCard , 0.0795817875535 , 0.424244915874
Answer.LeiaOrSkywalker , Answer.CuteAnimal , -0.0793705499767 , 0.425479661923
Answer.HouseHoldIncome , Answer.TV , -0.0792938410448 , 0.425928559305
Answer.LikeCountry , Answer.Rain , -0.0792688167094 , 0.426075059512
Answer.Smoke , Answer.Bluegrass , 0.0791778843283 , 0.426607649564
Answer.Tennis , Answer.Sudoku , 0.0791423287702 , 0.426816002051
Answer.Gender , Answer.Kindle , -0.0791423287702 , 0.426816002051
Answer.Stonebraker , Answer.HouseHoldIncome , 0.0791099032082 , 0.427006063961
Answer.CarTransmission , Answer.Coffee , 0.0790271534549 , 0.427491320459
Answer.EyeColor , Answer.Darwin , 0.079025065049 , 0.427503571265
Answer.Smoke , Answer.Pillow , 0.0790141725487 , 0.427567471065
Answer.Continent , Answer.OnlineShopping , 0.0790026489732 , 0.427635078972
Answer.DNA , Answer.RentOrBuyHouse , 0.0789648971105 , 0.427856609114
Answer.Smoke , Answer.LeiaOrSkywalker , 0.0789194212301 , 0.428123551615
Answer.ElectricOrGasCar , Answer.TV , -0.0788695124106 , 0.428416625246
Answer.GunControl , Answer.Snow , -0.0788126723731 , 0.428750540242
Answer.Sauna , Answer.Religious , -0.0788031049539 , 0.428806760083
Answer.BookRead , Answer.HairColor , -0.0787028511825 , 0.429396122815
Answer.Cook , Answer.Olympics , 0.0785676221252 , 0.430191829161
Answer.CarTransmission , Answer.Pillow , -0.078551118663 , 0.430288995501
Answer.InternetUsage , Answer.Education , 0.078510749709 , 0.430526726002
Answer.Stonebraker , Answer.Database , -0.0784192865033 , 0.431065625366
Answer.CuteAnimal , Answer.Coffee , 0.0783959078556 , 0.431203433702
Answer.Vacation , Answer.LeiaOrSkywalker , 0.078367415246 , 0.431371420939
Answer.Vacation , Answer.Education , -0.0783031171963 , 0.431750647835
Answer.HairColor , Answer.ExerciseWeekly , 0.078233351956 , 0.43216233515
Answer.SQL , Answer.ExerciseWeekly , 0.0781839901946 , 0.432453756013
Answer.OnlineShopping , Answer.Religious , -0.0781753508982 , 0.43250477202
Answer.CountriesBeenTo , Answer.LeiaOrSkywalker , 0.0781570164672 , 0.432613050247
Answer.JumpOnOneFoot , Answer.HairDrying , 0.0781425628369 , 0.432698420403
Answer.BookRead , Answer.Olympics , 0.0780746192131 , 0.433099857104
Answer.Religious , Answer.DinerWith , 0.0780446151475 , 0.433277200045
Answer.BathOrShower , Answer.HairDrying , -0.0780318222181 , 0.433352826902
Answer.ExerciseWeekly , Answer.ScaryMovie , 0.078005426351 , 0.433508892836
Answer.TV , Answer.GlobalEconomy , 0.0778447632825 , 0.434459505708
Answer.DrinkForDinner , Answer.Pillow , 0.0777490254086 , 0.435026532019
Answer.Juggle , Answer.Database , 0.0777402473448 , 0.435078542872
Answer.DNA , Answer.Age , 0.0776803677454 , 0.435433429427
Answer.Vacation , Answer.Pillow , -0.0776784774302 , 0.435444635377
Answer.Height , Answer.PhoneBrand , -0.0776621004826 , 0.435541726184
Answer.HolidayDestination , Answer.Rain , 0.0775966504277 , 0.435929869919
Answer.LeiaOrSkywalker , Answer.HairDrying , -0.0775867183681 , 0.435988787977
Answer.Cook , Answer.HouseHoldIncome , 0.0775160627576 , 0.43640805524
Answer.Juggle , Answer.Sudoku , 0.0774757409878 , 0.436647425371
Answer.Juggle , Answer.Brexit , -0.0774757409878 , 0.436647425371
Answer.Vacation , Answer.NuclearEnergy , 0.0774113245572 , 0.437029987972
Answer.GameOfThrones , Answer.Skydiving , -0.0773970398419 , 0.437114849184
Answer.Snow , Answer.ScaryMovie , 0.0773608924321 , 0.437329631853
Answer.Gym , Answer.HairDrying , 0.0772843831232 , 0.437784436388
Answer.Stonebraker , Answer.ApplePerMonth , -0.0772014734589 , 0.438277589879
Answer.DrinkForDinner , Answer.Education , 0.0771538929526 , 0.438560744666
Answer.CreditCard , Answer.Database , 0.0770927770663 , 0.438924601319
Answer.Olympics , Answer.Coffee , -0.0769525609791 , 0.439760030451
Answer.Darwin , Answer.ChildrenWant , 0.0768432555953 , 0.440411911886
Answer.Continent , Answer.Pillow , 0.0767399367247 , 0.441028592148
Answer.Film , Answer.Pillow , -0.0766619417552 , 0.441494444087
Answer.Cook , Answer.DinerWith , -0.0766317453255 , 0.441674877226
Answer.Height , Answer.LeiaOrSkywalker , -0.0766260672062 , 0.441708810414
Answer.SunriseOrSunset , Answer.GameOfThrones , 0.0766079417733 , 0.441817140227
Answer.earlobe , Answer.ScaryMovie , 0.0765754252503 , 0.442011518442
Answer.MaritalStatus , Answer.HolidayDestination , 0.0762317303452 , 0.444069013594
Answer.OnlineShopping , Answer.Rain , -0.0762147238015 , 0.444170961215
Answer.SunriseOrSunset , Answer.GlobalEconomy , 0.0761754053811 , 0.444406710244
Answer.JumpOnOneFoot , Answer.GlobalEconomy , 0.0761754053811 , 0.444406710244
Answer.CityOrSuburb , Answer.Newspaper , 0.0761672109998 , 0.44445585173
Answer.SQL , Answer.Sudoku , -0.076157171588 , 0.444516061978
Answer.Paris , Answer.Age , 0.0760824115502 , 0.444964571091
Answer.Age , Answer.ApplePerMonth , -0.0760735233845 , 0.445017910911
Answer.ElectricOrGasCar , Answer.Bluegrass , 0.0759765015694 , 0.445600393507
Answer.SmartphoneOS , Answer.GlobalEconomy , 0.0759633508002 , 0.445679378714
Answer.CuteAnimal , Answer.Brexit , 0.0759446476098 , 0.445791726009
Answer.BookRead , Answer.Gender , 0.0758414149544 , 0.446412115155
Answer.ChildrenHave , Answer.GMO , 0.07580672808 , 0.446620678741
Answer.Snow , Answer.HairDrying , -0.0757902226353 , 0.44671994107
Answer.InternetBrowser , Answer.CreditCard , -0.0757873760022 , 0.446737061727
Answer.HairColor , Answer.Bluegrass , 0.0757721986042 , 0.446828350171
Answer.InternetUsage , Answer.ChildrenHave , -0.0757692482794 , 0.446846096887
Answer.GunControl , Answer.ScaryMovie , 0.0757537443259 , 0.446939362354
Answer.PokemonGo , Answer.ScaryMovie , 0.0757295157459 , 0.44708513346
Answer.BookRead , Answer.GameOfThrones , 0.0756140971597 , 0.447779914271
Answer.GunControl , Answer.HairColor , -0.0755565294048 , 0.448126678452
Answer.HolidayDestination , Answer.Tennis , -0.075544811063 , 0.448197283265
Answer.Newspaper , Answer.Sudoku , 0.0755037808206 , 0.448444545832
Answer.Newspaper , Answer.Brexit , -0.0755037808206 , 0.448444545832
Answer.BookRead , Answer.PhoneBrand , -0.0754869338427 , 0.448546093695
Answer.HolidayDestination , Answer.Continent , 0.0754657145006 , 0.448674014982
Answer.StartupOrCorporation , Answer.LikeCountry , -0.0754006841706 , 0.449066178843
Answer.DrinkForDinner , Answer.HairColor , -0.0753699833979 , 0.449251385673
Answer.TV , Answer.Education , 0.0753486027049 , 0.44938039299
Answer.SunriseOrSunset , Answer.CountriesBeenTo , 0.075346668664 , 0.449392063672
Answer.Education , Answer.earlobe , 0.0753417027991 , 0.449422030217
Answer.GunControl , Answer.HairDrying , 0.0751880324443 , 0.450349906638
Answer.ApplePerMonth , Answer.HairDrying , 0.0750837116374 , 0.450980414403
Answer.OnlineShopping , Answer.ScaryMovie , -0.075083214813 , 0.450983418352
Answer.SQL , Answer.BathOrShower , 0.0750219823169 , 0.451353733826
Answer.SQL , Answer.Juggle , 0.0750219823169 , 0.451353733826
Answer.Religious , Answer.RentOrBuyHouse , -0.0749555675161 , 0.451755581816
Answer.SunriseOrSunset , Answer.PokemonGo , -0.0749548876739 , 0.451759696285
Answer.Cook , Answer.Sudoku , 0.0749255004243 , 0.451937570639
Answer.HolidayDestination , Answer.BookOwned , -0.0748835640658 , 0.452191469432
Answer.Smoke , Answer.GMO , 0.0747926022141 , 0.452742460198
Answer.Snow , Answer.ChildrenWant , 0.0746422196219 , 0.453654203821
Answer.Car , Answer.LeiaOrSkywalker , -0.0746320898101 , 0.453715655774
Answer.Stonebraker , Answer.Tennis , -0.0746219295641 , 0.453777297002
Answer.DNA , Answer.PhoneBrand , 0.0746184258108 , 0.453798555012
Answer.Continent , Answer.LikeCountry , 0.0745703592319 , 0.454090240941
Answer.InternetUsage , Answer.Gym , 0.0745601978948 , 0.454151917056
Answer.HairColor , Answer.Alien , -0.0745030777584 , 0.454498704855
Answer.GunControl , Answer.GameOfThrones , 0.0744836746403 , 0.454616538514
Answer.HairColor , Answer.Kindle , -0.0744763387041 , 0.454661093513
Answer.Gym , Answer.LikeCountry , 0.0744469587452 , 0.454839557744
Answer.marijuana , Answer.LikeCountry , -0.0744469587452 , 0.454839557744
Answer.Religious , Answer.CreditCard , -0.0743834396666 , 0.455225527858
Answer.Potato , Answer.ElectricOrGasCar , 0.074365823746 , 0.455332602176
Answer.Film , Answer.HouseHoldIncome , 0.0743509400914 , 0.455423079929
Answer.BookOwned , Answer.ScaryMovie , -0.0743219679308 , 0.45559923031
Answer.GunControl , Answer.DrinkForDinner , 0.0743038692814 , 0.455709289039
Answer.TV , Answer.Brexit , -0.0742809151955 , 0.4558488951
Answer.Tennis , Answer.InternetBrowser , 0.0741859193124 , 0.45642690915
Answer.CountriesBeenTo , Answer.Alien , 0.074169067085 , 0.456529490956
Answer.BookOwned , Answer.LikeCountry , 0.0741410580047 , 0.456700014284
Answer.Juggle , Answer.Bluegrass , 0.0740187881788 , 0.457444823433
Answer.SmartphoneOS , Answer.FlightSeat , 0.0739577239698 , 0.457817048698
Answer.Paris , Answer.Height , -0.0739453342382 , 0.457892592435
Answer.Brexit , Answer.PhoneBrand , 0.0739181807391 , 0.458058179179
Answer.Vacation , Answer.FlightSeat , -0.073894208334 , 0.45820439456
Answer.Stonebraker , Answer.LikeCountry , 0.0738877521295 , 0.458243777428
Answer.Car , Answer.Skydiving , 0.0738458793938 , 0.458499246643
Answer.ChildrenWant , Answer.BookOwned , -0.0738420351646 , 0.458522704562
Answer.GMO , Answer.SmartphoneOS , 0.0738326747127 , 0.458579825866
Answer.ExerciseWeekly , Answer.Darwin , 0.0737992131462 , 0.458784054156
Answer.InternetUsage , Answer.HouseHoldIncome , -0.0737225366785 , 0.459252228262
Answer.BookRead , Answer.Car , -0.0736679219516 , 0.459585857645
Answer.HolidayDestination , Answer.Education , 0.0735863656835 , 0.460084315766
Answer.Religious , Answer.HairDrying , 0.0735350522862 , 0.460398087241
Answer.EyeColor , Answer.Age , 0.0735129454433 , 0.460533302631
Answer.DNA , Answer.SmartphoneOS , 0.0734909365616 , 0.460667940575
Answer.GunControl , Answer.TV , -0.073415639698 , 0.461128728317
Answer.OnlineShopping , Answer.Darwin , 0.0733559800449 , 0.461494002449
Answer.Religious , Answer.Education , -0.0733296152162 , 0.461655475317
Answer.Olympics , Answer.Education , -0.0733256626886 , 0.461679685472
Answer.NuclearEnergy , Answer.CountriesBeenTo , 0.0733059193071 , 0.461800628754
Answer.ElectricOrGasCar , Answer.NuclearEnergy , 0.0732375142173 , 0.462219796894
Answer.NuclearEnergy , Answer.Brexit , -0.0732375142173 , 0.462219796894
Answer.Sudoku , Answer.BookOwned , 0.0731539938361 , 0.462731870967
Answer.DrinkForDinner , Answer.Age , 0.0731355899008 , 0.462844749723
Answer.Gym , Answer.Stonebraker , 0.0731343509232 , 0.462852349415
Answer.HouseHoldIncome , Answer.Snow , 0.0730983844584 , 0.463072991889
Answer.TV , Answer.ApplePerMonth , -0.0730698820639 , 0.463247885752
Answer.Alien , Answer.HairDrying , 0.073034376391 , 0.463465803224
Answer.Vacation , Answer.ChildrenHave , 0.0729757246649 , 0.463825903716
Answer.Juggle , Answer.Coffee , 0.0729565146915 , 0.4639438794
Answer.HolidayDestination , Answer.ChildrenWant , -0.0729378574565 , 0.464058476263
Answer.ElectricOrGasCar , Answer.Kindle , 0.0729166666667 , 0.464188653607
Answer.Gym , Answer.Religious , 0.0728583257488 , 0.464547151689
Answer.CarTransmission , Answer.PokemonGo , 0.0727986867962 , 0.464913782839
Answer.Film , Answer.CarTransmission , -0.0727627031169 , 0.465135069574
Answer.SunriseOrSunset , Answer.ApplePerMonth , -0.0727560055066 , 0.465176263845
Answer.Darwin , Answer.Siblings , 0.0727283214637 , 0.465346558301
Answer.Darwin , Answer.FlightSeat , -0.072726414097 , 0.465358292453
Answer.Unicorn , Answer.FlightSeat , 0.0726581347722 , 0.465778454692
Answer.Sauna , Answer.DrinkForDinner , 0.0725038013255 , 0.466728922245
Answer.GMO , Answer.Database , -0.0724535564022 , 0.467038585814
Answer.Sauna , Answer.marijuana , 0.0723908373038 , 0.467425286198
Answer.BookRead , Answer.earlobe , 0.0723551664532 , 0.467645296088
Answer.Gender , Answer.Stonebraker , 0.072245434992 , 0.468322449685
Answer.CreditCard , Answer.ScaryMovie , 0.072245037406 , 0.468324904163
Answer.WritingHand , Answer.Age , 0.0721912748283 , 0.468656869443
Answer.Sauna , Answer.Brexit , 0.0721782744768 , 0.468737161364
Answer.CountriesBeenTo , Answer.MailService , 0.0721675076409 , 0.468803664469
Answer.ElectricOrGasCar , Answer.GlobalEconomy , 0.0720695825246 , 0.469408750841
Answer.StartupOrCorporation , Answer.InternetBrowser , 0.0720693024835 , 0.469410481845
Answer.TV , Answer.MailService , 0.0720126015095 , 0.469761036326
Answer.Stonebraker , Answer.CreditCard , -0.0719658675434 , 0.470050076768
Answer.HouseHoldIncome , Answer.CuteAnimal , 0.0719609181101 , 0.470080693712
Answer.NuclearEnergy , Answer.BookOwned , 0.0719452394188 , 0.470177688466
Answer.WritingHand , Answer.RentOrBuyHouse , 0.0718785983816 , 0.470590078481
Answer.BookOwned , Answer.BathOrShower , 0.0718656807809 , 0.470670038309
Answer.SQL , Answer.SmartphoneOS , 0.0718139833391 , 0.470990118926
Answer.GunControl , Answer.Religious , -0.0717895518359 , 0.471141425802
Answer.CarTransmission , Answer.Vacation , -0.0717874268083 , 0.47115458757
Answer.marijuana , Answer.ScaryMovie , 0.0717792171364 , 0.471205437634
Answer.CityOrSuburb , Answer.HairDrying , 0.0717782766489 , 0.471211263131
Answer.JobMoneyOrFun , Answer.SmartphoneOS , 0.0717074256488 , 0.471650235521
Answer.SmartphoneOS , Answer.DinerWith , 0.0716449928091 , 0.47203723541
Answer.Pillow , Answer.GlobalEconomy , 0.0716382769954 , 0.472078874715
Answer.Smoke , Answer.Car , 0.0716198233013 , 0.472193301344
Answer.InternetUsage , Answer.marijuana , -0.0714945185119 , 0.472970682199
Answer.Religious , Answer.InternetBrowser , -0.0714065857188 , 0.473516624204
Answer.Olympics , Answer.ApplePerMonth , 0.0713454684613 , 0.473896279532
Answer.BookOwned , Answer.PhoneBrand , -0.0713085199482 , 0.474125880546
Answer.Juggle , Answer.DrinkForDinner , 0.07125622626 , 0.4744509406
Answer.Stonebraker , Answer.DinerWith , 0.0711805284896 , 0.47492169508
Answer.Unicorn , Answer.DrinkForDinner , 0.0711574235227 , 0.475065432127
Answer.Astrology , Answer.Drunk , -0.0711522042215 , 0.475097904892
Answer.GMO , Answer.ScaryMovie , 0.0711288081696 , 0.475243482133
Answer.JobMoneyOrFun , Answer.LeiaOrSkywalker , 0.0710458850155 , 0.475759648946
Answer.StartupOrCorporation , Answer.Pillow , -0.0709547830296 , 0.476327074957
Answer.CityOrSuburb , Answer.Gender , 0.0709432527336 , 0.476398917095
Answer.HairDrying , Answer.GlobalWarming , 0.0709150637829 , 0.476574579401
Answer.Tennis , Answer.ScaryMovie , -0.0709067722615 , 0.476626255508
Answer.Astrology , Answer.BathOrShower , 0.0708739215528 , 0.476831024097
Answer.CityOrSuburb , Answer.Unicorn , -0.0708278458512 , 0.477118308075
Answer.GunControl , Answer.CarTransmission , -0.07078424931 , 0.477390220286
Answer.Darwin , Answer.BookOwned , -0.0707605357544 , 0.477538157114
Answer.HouseHoldIncome , Answer.SmartphoneOS , -0.0707005772503 , 0.477912317939
Answer.DrinkForDinner , Answer.Bluegrass , -0.0706962162731 , 0.477939538033
Answer.InternetUsage , Answer.LeiaOrSkywalker , 0.0706919776821 , 0.477965995023
Answer.Juggle , Answer.TV , 0.0706304243352 , 0.478350295629
Answer.BookOwned , Answer.earlobe , 0.0705941197288 , 0.478577036847
Answer.OnlineShopping , Answer.Alien , 0.0705594639669 , 0.478793534118
Answer.Height , Answer.MailService , -0.0704722147717 , 0.479338819931
Answer.CarTransmission , Answer.MailService , -0.0704287843022 , 0.479610373988
Answer.HolidayDestination , Answer.InternetBrowser , -0.0704110626392 , 0.479721204491
Answer.ApplePerMonth , Answer.SmartphoneOS , -0.070364511755 , 0.48001239722
Answer.ChildrenHave , Answer.Gym , 0.0703229008548 , 0.480272768889
Answer.HairColor , Answer.earlobe , -0.0703159407747 , 0.480316327564
Answer.OnlineShopping , Answer.Kindle , -0.0703096392451 , 0.480355766623
Answer.JobMoneyOrFun , Answer.ExerciseWeekly , 0.070245781445 , 0.480755528215
Answer.Vacation , Answer.Astrology , 0.0701479814659 , 0.481368120004
Answer.MailService , Answer.Skydiving , 0.0700250700622 , 0.48213859586
Answer.SQL , Answer.FlightSeat , 0.0700212114184 , 0.482162794637
Answer.ChildrenHave , Answer.SQL , 0.070014900968 , 0.482202370871
Answer.Sauna , Answer.PokemonGo , 0.0699791828436 , 0.482426411261
Answer.DNA , Answer.PokemonGo , 0.0699791828436 , 0.482426411261
Answer.Gym , Answer.CuteAnimal , -0.0698855088954 , 0.483014241691
Answer.WritingHand , Answer.PhoneBrand , -0.0698767738766 , 0.483069075921
Answer.Religious , Answer.Olympics , 0.0698739132533 , 0.483087034256
Answer.ApplePerMonth , Answer.earlobe , 0.0698373963024 , 0.483316310654
Answer.Film , Answer.Alien , -0.0698008585817 , 0.483545775685
Answer.InternetUsage , Answer.JumpOnOneFoot , 0.069788291401 , 0.48362471384
Answer.MailService , Answer.Kindle , 0.0697803416292 , 0.483674652249
Answer.MailService , Answer.Brexit , 0.0697803416292 , 0.483674652249
Answer.ElectricOrGasCar , Answer.ScaryMovie , 0.0697495038806 , 0.483868393087
Answer.Coffee , Answer.Alien , 0.0697182791122 , 0.484064607655
Answer.SQL , Answer.CuteAnimal , -0.0696609596825 , 0.484424910112
Answer.Sauna , Answer.Vacation , 0.0696594087327 , 0.48443466117
Answer.Gym , Answer.BookOwned , 0.069622941294 , 0.484663967709
Answer.Sauna , Answer.PhoneBrand , 0.0695918085063 , 0.484859775903
Answer.PokemonGo , Answer.LikeCountry , 0.0695690250427 , 0.485003098165
Answer.HouseHoldIncome , Answer.MailService , -0.0694939602111 , 0.485475462872
Answer.Sauna , Answer.TV , -0.0694092661377 , 0.486008716437
Answer.Darwin , Answer.Database , 0.0693702412864 , 0.48625453096
Answer.Smoke , Answer.Database , -0.0693702412864 , 0.48625453096
Answer.Potato , Answer.Continent , -0.0693510638103 , 0.486375352664
Answer.Tennis , Answer.Age , 0.0692937047771 , 0.486736820756
Answer.CarTransmission , Answer.DinerWith , 0.0692909319801 , 0.486754298133
Answer.OnlineShopping , Answer.Coffee , -0.0692762725377 , 0.486846704462
Answer.HairColor , Answer.Coffee , -0.0691111594046 , 0.487888145603
Answer.Paris , Answer.BathOrShower , -0.0690582141857 , 0.488222344911
Answer.Paris , Answer.Juggle , -0.0690582141857 , 0.488222344911
Answer.Pillow , Answer.Alien , -0.0690435508946 , 0.48831492362
Answer.NuclearEnergy , Answer.StartupOrCorporation , -0.0689226913427 , 0.489078342101
Answer.SunriseOrSunset , Answer.CuteAnimal , -0.068865972659 , 0.489436828162
Answer.InternetUsage , Answer.Kindle , 0.068790428387 , 0.489914516234
Answer.InternetUsage , Answer.CountriesBeenTo , -0.0687668066001 , 0.490063934256
Answer.Paris , Answer.Alien , -0.0687561297926 , 0.490131477606
Answer.Gym , Answer.BathOrShower , -0.0687016230516 , 0.490476373629
Answer.marijuana , Answer.Juggle , 0.0687016230516 , 0.490476373629
Answer.Education , Answer.GlobalWarming , 0.0686768401199 , 0.490633232226
Answer.Bluegrass , Answer.Siblings , -0.0686172712339 , 0.491010370173
Answer.Snow , Answer.ApplePerMonth , -0.0686017503407 , 0.491108660046
Answer.HolidayDestination , Answer.Age , -0.0685814969777 , 0.491236935102
Answer.Coffee , Answer.Age , 0.0685804645533 , 0.491243474457
Answer.Sauna , Answer.GlobalWarming , 0.0685793460887 , 0.49125055884
Answer.Vacation , Answer.Skydiving , -0.0684897547496 , 0.491818208172
Answer.CityOrSuburb , Answer.ElectricOrGasCar , 0.0684696865166 , 0.491945407702
Answer.ChildrenWant , Answer.Database , 0.06844861641 , 0.492078976169
Answer.Unicorn , Answer.Pillow , 0.068448610641 , 0.492079012743
Answer.GMO , Answer.BookOwned , -0.0684201773934 , 0.492259288313
Answer.Gym , Answer.Database , 0.0683257529381 , 0.492858218776
Answer.Paris , Answer.LikeCountry , 0.0682790873419 , 0.493154358719
Answer.LeiaOrSkywalker , Answer.ScaryMovie , -0.0682458755145 , 0.493365178202
Answer.BookRead , Answer.StartupOrCorporation , -0.0682131883263 , 0.493572713834
Answer.GameOfThrones , Answer.Education , -0.0681970518968 , 0.493675183303
Answer.Paris , Answer.Unicorn , 0.0681636662132 , 0.493887224503
Answer.LeiaOrSkywalker , Answer.PokemonGo , 0.0681132060456 , 0.494207801307
Answer.SunriseOrSunset , Answer.HouseHoldIncome , 0.0681083522991 , 0.494238643262
Answer.Newspaper , Answer.InternetBrowser , -0.0680790413396 , 0.494424914191
Answer.DNA , Answer.JobMoneyOrFun , 0.0680427648204 , 0.494655502396
Answer.CreditCard , Answer.HairDrying , -0.0680214530436 , 0.494790995057
Answer.SQL , Answer.Car , -0.0680196007664 , 0.494802772097
Answer.CarTransmission , Answer.CuteAnimal , -0.0679713568825 , 0.495109565481
Answer.Sauna , Answer.Age , -0.0678942873316 , 0.495599875188
Answer.SunriseOrSunset , Answer.Car , 0.0678795221111 , 0.495693839362
Answer.Rain , Answer.FlightSeat , -0.0678610019207 , 0.495811712976
Answer.InternetUsage , Answer.GameOfThrones , 0.0678553815059 , 0.495847487587
Answer.Continent , Answer.Rain , 0.0678018477069 , 0.496188304605
Answer.Gym , Answer.CreditCard , -0.0677508700061 , 0.496512962891
Answer.Potato , Answer.WritingHand , -0.067695390942 , 0.496866415455
Answer.Pillow , Answer.Skydiving , 0.0676659959089 , 0.497053742319
Answer.Olympics , Answer.Brexit , 0.0676301262121 , 0.497282380728
Answer.ChildrenHave , Answer.DrinkForDinner , -0.067602141737 , 0.497460795953
Answer.Tennis , Answer.LeiaOrSkywalker , 0.0675294169942 , 0.497924610049
Answer.CuteAnimal , Answer.ExerciseWeekly , 0.0674805464628 , 0.498236417265
Answer.SunriseOrSunset , Answer.Snow , 0.0674285462184 , 0.498568305213
Answer.JumpOnOneFoot , Answer.Rain , 0.0674285462184 , 0.498568305213
Answer.GunControl , Answer.GMO , 0.0673977085901 , 0.498765178913
Answer.JobMoneyOrFun , Answer.Bluegrass , 0.0673610936946 , 0.498998988712
Answer.CarTransmission , Answer.Astrology , 0.0673427879154 , 0.499115904464
Answer.TV , Answer.Sudoku , -0.0673420608703 , 0.499120548267
Answer.SQL , Answer.Snow , 0.067282556104 , 0.499500695484
Answer.EyeColor , Answer.Lesson , -0.0672188881851 , 0.49990760672
Answer.Vacation , Answer.OnlineShopping , 0.0670812990508 , 0.500787551084
Answer.Unicorn , Answer.Car , 0.0670669371077 , 0.500879448757
Answer.MailService , Answer.HairDrying , 0.0670417161619 , 0.501040851164
Answer.marijuana , Answer.earlobe , -0.0669415180678 , 0.501682340753
Answer.MaritalStatus , Answer.ExerciseWeekly , 0.0669200620258 , 0.501819762569
Answer.CityOrSuburb , Answer.JumpOnOneFoot , -0.0668695220715 , 0.502143538786
Answer.ElectricOrGasCar , Answer.StartupOrCorporation , 0.0668555276696 , 0.502233210949
Answer.Sauna , Answer.Darwin , 0.0668438077062 , 0.502308315573
Answer.Sauna , Answer.Smoke , -0.0668438077062 , 0.502308315573
Answer.Cook , Answer.Snow , 0.0668370143314 , 0.502351851995
Answer.InternetUsage , Answer.ApplePerMonth , -0.0667836710483 , 0.502693779208
Answer.ChildrenHave , Answer.Tennis , -0.0667249540798 , 0.503070291492
Answer.CityOrSuburb , Answer.Rain , 0.06652492375 , 0.504354051826
Answer.CityOrSuburb , Answer.Snow , 0.06652492375 , 0.504354051826
Answer.ChildrenHave , Answer.GlobalEconomy , 0.066378743807 , 0.50529328481
Answer.WritingHand , Answer.BathOrShower , -0.0663567236554 , 0.505434846933
Answer.Juggle , Answer.WritingHand , -0.0663567236554 , 0.505434846933
Answer.Continent , Answer.InternetBrowser , 0.0663276824871 , 0.505621576894
Answer.Potato , Answer.Tennis , 0.0663260214303 , 0.505632258299
Answer.Education , Answer.LikeCountry , 0.0663111478968 , 0.505727907585
Answer.Potato , Answer.HairColor , 0.0662573806286 , 0.506073754426
Answer.NuclearEnergy , Answer.Stonebraker , -0.0661626891034 , 0.506683135985
Answer.Continent , Answer.Database , 0.0661009581434 , 0.507080606323
Answer.Stonebraker , Answer.ExerciseWeekly , 0.0660878801192 , 0.507164833185
Answer.HairColor , Answer.ScaryMovie , -0.0660593212385 , 0.507348787119
Answer.Cook , Answer.DrinkForDinner , 0.0660565853346 , 0.50736641148
Answer.SunriseOrSunset , Answer.BookRead , 0.0660477199985 , 0.507423523075
Answer.OnlineShopping , Answer.Lesson , -0.066005323748 , 0.507696690953
Answer.Car , Answer.MailService , 0.0659226885568 , 0.508229345172
Answer.JumpOnOneFoot , Answer.BookOwned , 0.0658948516901 , 0.508408842491
Answer.SQL , Answer.PhoneBrand , -0.0658846263053 , 0.508474785907
Answer.OnlineShopping , Answer.CuteAnimal , -0.0658051845474 , 0.508987255538
